,Movie Name,Eng Name,Country,Time Line,Opening Date,Naver Star,Director,R rated,Actors
362,세 얼간이,Idiots,인도,141분,"2016.11.09 재개봉,  2011.08.18 개봉",9.35,라지쿠마르 히라니,12세 관람가,"아미르 칸, 마드하반, 셔먼 조쉬, 카리나 카푸르, 보만 이라니, nan, nan, nan, nan"
363,미세스 다웃파이어,Mrs Doubtfire,미국,125분,1994.01.22 개봉,9.35,크리스 콜럼버스,12세 관람가,"로빈 윌리엄스, 샐리 필드, 피어스 브로스넌, 하비 피어스타인, 폴리 홀리데이, nan, nan, nan, nan"
364,언터처블: 1%의 우정,Intouchables,프랑스,112분,2012.03.22 개봉,9.33,올리비에르 나카체,12세 관람가,"프랑수아 클루제, 오마 사이, 앤 르 니, 클로딜 몰레, 알바 가이아 크라게데 벨루기, nan, nan, nan, nan"
365,모던 타임즈,Modern Times,미국,87분,"2015.03.19 재개봉, 1993.08.14 재개봉,  1989.12.09 개봉",9.32,찰리 채플린,전체 관람가,"찰리 채플린, 파울레트 고다드, 헨리 버그맨, 타이니 샌포드, 체스터 콘클린, nan, nan, nan, nan"
366,라따뚜이,Ratatouille,미국,115분,2007.07.25 개봉,9.31,브래드 버드,전체 관람가,"패튼 오스왈트, 루 로마노, 브라이언 데니히, 브래드 거렛, 재닌 가로팔로, nan, nan, nan, nan"
367,엽기적인 그녀,My Sassy Girl,대한민국,137분,"2021.02.24 재개봉,  2001.07.27 개봉",9.3,곽재용,15세 관람가,"전지현, 차태현, 김인문, 송옥숙, 한진희, nan, nan, nan, nan"
368,로마의 휴일,Roman Holiday,"미국, 이탈리아",118분,1955.09.30 개봉,9.27,윌리엄 와일러,전체 관람가,"그레고리 펙, 오드리 헵번, 에디 알버트, 하틀리 파워, 하코트 윌리암스, nan, nan, nan, nan"
369,패밀리 맨,The Family Man,미국,124분,2000.12.30 개봉,9.26,브렛 래트너,15세 관람가,"니콜라스 케이지, 티아 레오니, 제레미 피번, 조세프 소머, 사울 루비넥, nan, nan, nan, nan"
370,시스터 액트,Sister Act,미국,100분,1993.05.01 개봉,9.25,에밀 아돌리노,12세 관람가,"우피 골드버그, 매기 스미스, 하비 케이틀, 빌 넌, 메리 윅스, nan, nan, nan, nan"
371,위대한 독재자,The Great Dictator,미국,126분,"2015.04.16 재개봉, 2002.11.01 재개봉,  1988 개봉",9.22,찰리 채플린,전체 관람가,"찰리 채플린, 파울레트 고다드, 잭 오키, 레지날드 가디너, 헨리 다니엘, nan, nan, nan, nan"
372,빅,Big,미국,104분,1989.07.15 개봉,9.21,페니 마샬,12세 관람가,"톰 행크스, 엘리자베스 퍼킨스, 로버트 로지아, 존 허드, 자레드 러쉬톤, nan, nan, nan, nan"
373,서유기 - 월광보합,A Chinese Odyssey Part One  Pandoras Box,홍콩,88분,"2010.06.01 재개봉,  1995.09.16 개봉",9.21,유진위,15세 관람가,"주성치, 오맹달, 채소분, 남결영, 막문위, nan, nan, nan, nan"
374,스팅,The Sting,미국,129분,1978.11.04 개봉,9.21,조지 로이 힐,15세 관람가,"폴 뉴먼, 로버트 레드포드, 로버트 쇼, 찰스 더닝, 레이 월스톤, nan, nan, nan, nan"
375,스쿨 오브 락,The School Of Rock,영국,109분,"2017.11.29 재개봉,  2004.02.27 개봉",9.21,리처드 링클레이터,12세 관람가,"잭 블랙, 조안 쿠삭, 마이크 화이트, 사라 실버맨, 아담 파스칼, nan, nan, nan, nan"
376,라디오 스타,Radio Star,대한민국,115분,2006.09.28 개봉,9.2,이준익,12세 관람가,"박중훈, 안성기, 최정윤, 노브레인, 이성우, nan, nan, nan, nan"
377,과속스캔들,Speed Scandal,대한민국,108분,2008.12.03 개봉,9.2,강형철,12세 관람가,"차태현, 박보영, 왕석현, 임지규, 황우슬혜, nan, nan, nan, nan"
378,마틸다,Matilda,미국,98분,1997.08.09 개봉,9.17,대니 드비토,전체 관람가,"마라 윌슨, 대니 드비토, 레아 펄만, 엠베스 데이비츠, 팸 페리스, nan, nan, nan, nan"
379,마스크,The Mask,미국,97분,1994.08.20 개봉,9.15,척 러셀,15세 관람가,"짐 캐리, 피터 리거트, 피터 그린, 에이미 야스벡, 리차드 제니, nan, nan, nan, nan"
380,조조 래빗,Jojo Rabbit,미국,108분,2020.02.05 개봉,9.15,타이카 와이티티,12세 관람가,"스칼릿 조핸슨, 로만 그리핀 데이비스, 타이카 와이티티, 토마신 맥켄지, 샘 록웰, nan, nan, nan, nan"
381,패딩턴 2,Paddington,"영국, 프랑스",104분,2018.02.08 개봉,9.14,폴 킹,전체 관람가,"벤 위쇼, 휴 그랜트, 샐리 호킨스, 휴 보네빌, 사무엘 조슬린, nan, nan, nan, nan"
382,쉘 위 댄스,Shall We Dance,일본,136분,2000.05.13 개봉,9.14,수오 마사유키,전체 관람가,"야쿠쇼 코지, 쿠사카리 타미요, 다케나카 나오토, 와타나베 에리, 도쿠이 유, nan, nan, nan, nan"
383,혐오스런 마츠코의 일생,Memories Of Matsuko,일본,129분,2007.04.12 개봉,9.14,나카시마 테츠야,15세 관람가,"나카타니 미키, 에이타, 이세야 유스케, 카가와 테루유키, 이치카와 미카코, nan, nan, nan, nan"
384,즐거운 인생,Happy Life,대한민국,112분,2007.09.13 개봉,9.14,이준익,전체 관람가,"정진영, 김윤석, 김상호, 장근석, 김호정, nan, nan, nan, nan"
385,취권,Drunken Master,홍콩,107분,1979.09.29 개봉,9.13,원화평,12세 관람가,"성룡, 황정리, 원소전, 석천, 원신의, nan, nan, nan, nan"
386,클릭,Click,미국,107분,2007.02.01 개봉,9.13,프랭크 코라치,12세 관람가,"아담 샌들러, 케이트 베킨세일, 크리스토퍼 월켄, 헨리 윙클러, 데이빗 핫셀호프, nan, nan, nan, nan"
387,아는 여자,Someone Special,대한민국,107분,2004.06.25 개봉,9.12,장진,15세 관람가,"정재영, 이나영, 장영남, 오승현, 정규수, nan, nan, nan, nan"
388,써니,Sunny,대한민국,124분,"2011.07.28 재개봉,  2011.05.04 개봉",9.11,강형철,15세 관람가,"유호정, 심은경, 강소라, 고수희, 김민영, nan, nan, nan, nan"
389,우드잡,Wood Job,일본,116분,2015.01.07 개봉,9.11,야구치 시노부,12세 관람가,"소메타니 쇼타, 나가사와 마사미, 이토 히데아키, 유카, 니시다 나오미, nan, nan, nan, nan"
390,시스터 액트 2,Sister Act  Back In The Habit,미국,107분,1994.04.23 개봉,9.09,빌 듀크,12세 관람가,"우피 골드버그, 캐시 나지미, 바나드 휴즈, 메리 윅스, 제임스 코번, nan, nan, nan, nan"
391,패치 아담스,Patch Adams,미국,115분,1999.04.03 개봉,9.09,톰 새디악,12세 관람가,"로빈 윌리엄스, 모니카 포터, 다니엘 런던, 필립 세이모어 호프만, 밥 건튼, nan, nan, nan, nan"
392,피케이: 별에서 온 얼간이,PK,인도,129분,2015.09.03 개봉,9.07,라지쿠마르 히라니,15세 관람가,"아미르 칸, 산제이 더트, 아누쉬카 샤르마, 보만 이라니, 사우라브 슈클라, nan, nan, nan, nan"
393,내 깡패 같은 애인,My Dear Desperado,대한민국,105분,2010.05.20 개봉,9.06,김광식,15세 관람가,"박중훈, 정유미, 박원상, 정우혁, 정인기, nan, nan, nan, nan"
394,바그다드 카페 : 디렉터스컷,Out Of Rosenheim,"독일(구 서독), 미국",108분,"2021.04.28 재개봉, 2016.07.14 재개봉,  1993.07.17 개봉",9.06,퍼시 애들론,15세 관람가,"마리안느 세이지브레트, CCH 파운더, 잭 팰런스, 크리스틴 카우프먼, 모니카 칼하운, nan, nan, nan, nan"
395,경찰서를 털어라,Blue Streak,"미국, 독일",93분,1999.11.06 개봉,9.05,레스 메이필드,12세 관람가,"마틴 로렌스, 루크 윌슨, 데이브 샤펠, 피터 그린, 니콜 아리 파커, nan, nan, nan, nan"
396,브루스 올마이티,Bruce Almighty,미국,100분,2003.07.11 개봉,9.05,톰 새디악,12세 관람가,"짐 캐리, 모건 프리먼, 제니퍼 애니스톤, 필립 베이커 홀, 캐서린 벨, nan, nan, nan, nan"
397,"알로, 슈티",Bienvenue Chez Les Chtis,프랑스,106분,2015.07.02 개봉,9.04,대니 분,12세 관람가,"카드 므라드, 대니 분, 조 펠릭스, 안네 마리빈, 필립페 듀쿠에스네, nan, nan, nan, nan"
398,결혼 이야기,Marriage Story,미국,137분,2019.11.27 개봉,9.03,노아 바움백,15세 관람가,"스칼릿 조핸슨, 아담 드라이버, 로라 던, 알란 알다, 레이 리오타, nan, nan, nan, nan"
399,영구와 땡칠이,YongGu And Daeng Chiri,대한민국,97분,1989.07.29 개봉,9.02,남기남,전체 관람가,"심형래, 김학래, 박승대, 박동룡, 김하림, nan, nan, nan, nan"
400,선생 김봉두,Teacher Mr Kim,대한민국,117분,2003.03.28 개봉,9.01,장규성,12세 관람가,"차승원, 변희봉, 성지루, 이재응, 최민주, nan, nan, nan, nan"
401,인턴,The Intern,미국,121분,2015.09.24 개봉,9.0,낸시 마이어스,12세 관람가,"앤 해서웨이, 로버트 드 니로, 르네 루소, 냇 울프, 아담 드바인, nan, nan, nan, nan"
402,수상한 그녀,Miss Granny,대한민국,124분,2014.01.22 개봉,9.0,황동혁,15세 관람가,"심은경, 나문희, 박인환, 성동일, 이진욱, nan, nan, nan, nan"
403,터미널,The Terminal,미국,128분,2004.08.27 개봉,8.98,스티븐 스필버그,전체 관람가,"톰 행크스, 캐서린 제타 존스, 스탠리 투치, 치 맥브라이드, 디에고 루나, nan, nan, nan, nan"
404,울학교 이티,Our Schools ET,대한민국,120분,2008.09.11 개봉,8.98,박광춘,15세 관람가,"김수로, 이한위, 백성현, 박보영, 이민호, nan, nan, nan, nan"
405,록 스탁 앤 투 스모킹 배럴즈,Lock,영국,105분,1999.06.12 개봉,8.97,가이 리치,청소년 관람불가,"제이슨 플레밍, 덱스터 플레처, 닉 모란, 제이슨 스타뎀, 스티븐 맥킨토시, nan, nan, nan, nan"
406,불가사리,Tremors,미국,92분,1990.09.08 개봉,8.96,론 언더우드,<class 'str'>,"케빈 베이컨, 프레드 워드, 핀 카터, 마이클 그로스, 빅터 웡, nan, nan, nan, nan"
407,그것만이 내 세상,Keys to the Heart,대한민국,120분,2018.01.17 개봉,8.96,최성현,12세 관람가,"이병헌, 윤여정, 박정민, 문숙, 최리, nan, nan, nan, nan"
408,미스 리틀 선샤인,Little Miss Sunshine,미국,102분,2006.12.21 개봉,8.95,조나단 데이턴,15세 관람가,"스티브 카렐, 토니 콜렛, 그렉 키니어, 폴 다노, 아비게일 브레스린, nan, nan, nan, nan"
409,스윙걸즈,Swing Girls,일본,103분,2006.03.23 개봉,8.94,야구치 시노부,12세 관람가,"우에노 주리, 히라오카 유타, 칸지야 시호리, 모토카리야 유이카, 토시마 유카리, nan, nan, nan, nan"
410,안녕 베일리,A Dogs Journey,미국,109분,2019.09.05 개봉,9.37,게일 맨쿠소,전체 관람가,"조시 게드, 데니스 퀘이드, 캐서린 프레스콧, 마그 헬젠버거, 베티 길핀, nan, nan, nan, nan"
411,프리 윌리,Free Willy,미국,112분,1994.08.06 개봉,9.34,사이먼 윈서,전체 관람가,"케이코, 제이슨 제임스 리처, 로리 페티, 제인 앳킨슨, 오거스트 쉘렌버그, nan, nan, nan, nan"
412,메리 포핀스,Mary Poppins,미국,140분,"1979.05.03 재개봉,  1975.12.24 개봉",9.3,로버트 스티븐슨,전체 관람가,"줄리 앤드류스, 딕 반 다이크, 데이비드 톰린슨, 글리니스 존스, 헤르미온 배들리, nan, nan, nan, nan"
413,리멤버 타이탄,Remember The Titans,미국,113분,2001.04.14 개봉,9.24,보아즈 야킨,12세 관람가,"덴젤 워싱턴, 윌 패튼, 도날드 파이슨, 우드 해리스, 라이언 허스트, nan, nan, nan, nan"
414,아름다운 비행,Fly Away Home,미국,107분,1996.12.28 개봉,9.24,캐롤 발라드,전체 관람가,"제프 다니엘스, 안나 파킨, 데이나 딜레이니, 테리 키니, 홀터 그레이엄, nan, nan, nan, nan"
415,후크,Hook,미국,144분,1992.06.20 개봉,9.13,스티븐 스필버그,12세 관람가,"더스틴 호프만, 로빈 윌리엄스, 줄리아 로버츠, 밥 호스킨스, 매기 스미스, nan, nan, nan, nan"
416,짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,,일본,102분,2009.09.24 개봉,9.12,무토 유지,전체 관람가,"야지마 아키코, 나라하시 미키, 후지와라 케이지, 코오로기 사토미, 마시바 마리, nan, nan, nan, nan"
417,오즈의 마법사,The Wizard Of Oz,미국,112분,2012.05.03 개봉,9.11,빅터 플레밍,전체 관람가,"주디 갈랜드, 프랭크 모건, 레이 볼거, 버트 라르, 잭 헤일리, nan, nan, nan, nan"
418,피터팬,Peter Pan,미국,105분,2004.01.16 개봉,9.11,P.J. 호건,전체 관람가,"제이슨 아이삭스, 제레미 섬터, 레이첼 허드 우드, 올리비아 윌리암스, 루디빈 사니에, nan, nan, nan, nan"
419,하치 이야기,Hachiko Monogatari,일본,107분,2002.06.28 개봉,9.1,코야마 세이지로,전체 관람가,"하루카와 마스미, 이가와 히사시, 이시쿠라 사부로, 이시노 마코, 이즈미야 시게루, nan, nan, nan, nan"
420,하치 이야기,Hachiko Monogatari,미국,121분,2006.07.20 개봉,9.06,코야마 세이지로,전체 관람가,"오웬 윌슨, 폴 뉴먼, 보니 헌트, 마이클 키튼, 밥 코스타스, nan, nan, nan, nan"
421,카,Cars,대한민국,97분,2006.10.26 개봉,8.98,존 라세터,전체 관람가,"유승호, 달이, 김향기, 안길강, 코마, nan, nan, nan, nan"
422,마음이...,Heart Is,미국,111분,2019.03.27 개봉,8.96,박은형,전체 관람가,"콜린 파렐, 마이클 키튼, 대니 드비토, 에바 그린, 니코 파커, nan, nan, nan, nan"
423,덤보,Dumbo,"프랑스, 영국",104분,2006.01.20 개봉,8.93,팀 버튼,전체 관람가,"가이 피어스, 장 클로드 드레이퍼스, 프레디 하이모어, 쿠말, 샹가, nan, nan, nan, nan"
424,투 브라더스,Deux freres,미국,124분,2012.01.18 개봉,8.92,장 자크 아노,전체 관람가,"맷 데이먼, 스칼릿 조핸슨, 엘르 패닝, 토마스 헤이든 처치, 패트릭 후짓, nan, nan, nan, nan"
425,우리는 동물원을 샀다,WE BOUGHT A ZOO,인도,115분,2012.04.19 개봉,8.87,카메론 크로우,전체 관람가,"치얀 비크람, 사라 아준, 아누쉬카 쉐티, 산다남, None, nan, nan, nan, nan"
426,하늘이 보내준 딸,Gods Own Child,일본,114분,"2016.08.04 재개봉,  2009.06.18 개봉",8.66,A.L. 비자이,전체 관람가,"키키 키린, 아베 히로시, 나츠카와 유이, 하라다 요시오, 유, nan, nan, nan, nan"
427,걸어도 걸어도,Still Walking,대한민국,96분,2007.04.26 개봉,8.63,고레에다 히로카즈,전체 관람가,"정진영, 최우혁, 윤찬, 권오중, 신정근, nan, nan, nan, nan"
428,날아라 허동구,Bunt,"오스트레일리아, 미국",108분,2006.12.21 개봉,8.63,박규태,전체 관람가,"로빈 윌리엄스, 휴 잭맨, 일라이저 우드, 니콜 키드먼, 브리트니 머피, nan, nan, nan, nan"
429,해피 피트,Happy Feet,일본,95분,2006.06.08 개봉,8.61,조지 밀러,전체 관람가,"나카무라 시도, 이토 미사키, 미야자키 아오이, 아마미 유키, 코니시 마나미, nan, nan, nan, nan"
430,우리 개 이야기,All About My Dog,대한민국,92분,2010.07.21 개봉,8.57,이누도 잇신,전체 관람가,"달이, 성동일, 김정태, 송중기, 장한, nan, nan, nan, nan"
431,마음이 2,Hearty Paws,일본,146분,2014.07.31 개봉,8.57,이정철,전체 관람가,"츠마부키 사토시, 아오이 유우, 하시즈메 이사오, 요시유키 카즈코, 니시무라 마사히코, nan, nan, nan, nan"
432,동경가족,Tokyo Family,미국,115분,2001.09.28 개봉,8.42,야마다 요지,전체 관람가,"앤 해서웨이, 헤더 마타라조, 헥터 엘리존도, 맨디 무어, 캐롤라인 구덜, nan, nan, nan, nan"
433,프린세스 다이어리,The Princess Diaries,미국,94분,2004.02.26 개봉,8.03,게리 마샬,전체 관람가,"힐러리 더프, 아담 램버그, 로버트 캐러딘, 할리 토드, 제이크 토마스, nan, nan, nan, nan"
434,리지 맥과이어,The Lizzie McGuire Movie,대한민국,101분,2016.10.13 개봉,8.02,짐 펄,15세 관람가,"한예리, 양익준, 박정범, 윤종빈, 이주영, nan, nan, nan, nan"
435,춘몽,A Quiet Dream,대한민국,95분,2006.08.24 개봉,7.95,장률,전체 관람가,"박지빈, 신애라, 장준영, 진구, 김선영, nan, nan, nan, nan"
436,아이스케키,Ice Bar,미국,90분,2010.04.22 개봉,7.88,여인광,전체 관람가,"빌 나이, 샘 록웰, 윌 아넷, 존 파브로, 자흐 갈리피아나키스, nan, nan, nan, nan"
437,G-포스: 기니피그 특공대,GForce,미국,126분,2012.02.29 개봉,7.86,호잇 이트맨,전체 관람가,"에이사 버터필드, 클로이 모레츠, 벤 킹슬리, 사샤 바론 코헨, 주드 로, nan, nan, nan, nan"
438,휴고,HUGO,일본,127분,2020.03.12 개봉,7.77,마틴 스콜세지,15세 관람가,"김상호, 이정은, 마키 요코, 이노우에 마오, 오타니 료헤이, nan, nan, nan, nan"
439,용길이네 곱창집,Yakiniku Dragon,미국,94분,2007.02.15 개봉,7.68,정의신,전체 관람가,"조쉬 허처슨, 안나소피아 롭, 캐머런 월커필드, 드본 우드, 쉘비 영, nan, nan, nan, nan"
440,비밀의 숲 테라비시아,Bridge To Terabithia,미국,113분,2004.10.29 개봉,7.61,가버 추보,전체 관람가,"앤 해서웨이, 줄리 앤드류스, 헥터 엘리존도, 헤더 마타라조, 크리스 파인, nan, nan, nan, nan"
441,프린세스 다이어리 2,The Princess Diaries  Royal Engagement,미국,80분,2006.04.06 개봉,7.27,게리 마샬,전체 관람가,"앤 해서웨이, 글렌 클로즈, 제임스 벨루시, 패트릭 워버튼, 안소니 앤더슨, nan, nan, nan, nan"
442,빨간 모자의 진실,Hoodwinked,대한민국,100분,2008.05.29 개봉,7.18,코리 에드워즈,12세 관람가,"신구, 김향기, 김병춘, 최지연, 최동균, nan, nan, nan, nan"
443,방울토마토,,대한민국,108분,2013.10.02 개봉,7.07,정영배,15세 관람가,"유아인, 김해숙, 김정태, 김성오, 정유미, nan, nan, nan, nan"
444,깡철이,Tough As Iron,대한민국,105분,2019.03.27 개봉,6.95,안권태,15세 관람가,"박희순, 진경, 황우슬혜, 이고은, 장성범, nan, nan, nan, nan"
445,썬키스 패밀리,Sunkist Family,미국,93분,2007.12.24 개봉,5.86,김지혜,전체 관람가,"더스틴 호프만, 나탈리 포트만, 제이슨 베이트먼, 자크 밀스, 테드 루드직, nan, nan, nan, nan"
446,마고리엄의 장난감 백화점,Mr Magoriums Wonder Emporium,대한민국,107분,2022.05.11 개봉,5.24,자크 헬름,전체 관람가,"정준호, 최대철, 이엘빈, 박정숙, 김수경, nan, nan, nan, nan"
447,어부바,Eobuba,대한민국,108분,2013.07.11 개봉,4.78,최종학,청소년 관람불가,"김병옥, 윤다경, 심은진, 서민서, 김동범, nan, nan, nan, nan"
448,콩가네,Kongs Family,미국,130분,"2021.01.14 재개봉,  2019.12.04 개봉",2.29,남기웅,12세 관람가,"다니엘 크레이그, 크리스 에반스, 아나 데 아르마스, 제이미 리 커티스, 토니 콜렛, nan, nan, nan, nan"
449,나이브스 아웃,Knives Out,미국,128분,"2021.03.18 재개봉,  1992.05.23 개봉",9.11,라이언 존슨,청소년 관람불가,"마이클 더글라스, 샤론 스톤, 조지 던자, 진 트리플혼, 데니스 아드트, nan, nan, nan, nan"
450,원초적 본능,Basic Instinct,미국,135분,2001.12.21 개봉,8.94,폴 버호벤,청소년 관람불가,"톰 크루즈, 페넬로페 크루즈, 카메론 디아즈, 커트 러셀, 스티븐 스필버그, nan, nan, nan, nan"
451,바닐라 스카이,Vanilla Sky,"미국, 독일",144분,1997.12.20 개봉,8.86,카메론 크로우,청소년 관람불가,"키아누 리브스, 알 파치노, 샤를리즈 테론, 제프리 존스, 주디스 아이비, nan, nan, nan, nan"
452,데블스 에드버킷,The Devils Advocate,일본,126분,2015.02.12 개봉,8.86,테일러 핵포드,15세 관람가,"이노우에 마오, 아야노 고, 나나오, 카네코 노부아키, 오노 에레나, nan, nan, nan, nan"
453,백설공주 살인사건,The Snow White Murder Case,대한민국,106분,2017.06.15 개봉,8.54,나카무라 요시히로,청소년 관람불가,"이문식, 배소은, 김나미, 미스터팡, 동방우, nan, nan, nan, nan"
454,중독노래방,Karaoke Crazies,"미국, 프랑스, 스페인",104분,"2017.09.07 재개봉,  2002.01.11 개봉",8.53,김상찬,12세 관람가,"니콜 키드먼, 피오눌라 플라나건, 알라키나 맨, 제임스 벤틀리, 크리스토퍼 에클리스턴, nan, nan, nan, nan"
455,디 아더스,The Others,미국,81분,2003.06.13 개봉,8.51,알레한드로 아메나바르,12세 관람가,"콜린 파렐, 포레스트 휘태커, 키퍼 서덜랜드, 아리안 와링 아쉬, 티아 텍사다, nan, nan, nan, nan"
456,폰 부스,Phone Booth,"대한민국, 일본",120분,2014.05.29 개봉,8.45,조엘 슈마허,15세 관람가,"니시지마 히데토시, 김효진, 마키 요코, 하마다 마나부, 나카무라 유리, nan, nan, nan, nan"
457,무명인,Genome Hazard,대한민국,100분,2016.11.30 개봉,8.41,김성수,15세 관람가,"엄지원, 공효진, 김희원, 박해준, 서하늬, nan, nan, nan, nan"
458,미씽: 사라진 여자,MISSING,"독일, 영국",100분,"2018.10.11 재개봉,  2014.03.20 개봉",8.39,이언희,15세 관람가,"랄프 파인즈, 틸다 스윈튼, 토니 레볼로리, 시얼샤 로넌, 애드리언 브로디, nan, nan, nan, nan"
459,그랜드 부다페스트 호텔,The Grand Budapest Hotel,"독일, 스위스, 포르투갈",111분,2014.06.05 개봉,8.38,웨스 앤더슨,15세 관람가,"제레미 아이언스, 멜라니 로랑, 잭 휴스턴, 마르티나 게덱, 크리스토퍼 리, nan, nan, nan, nan"
460,리스본행 야간열차,Nachtzug nach Lissabon,대한민국,108분,2015.11.05 개봉,8.32,빌 어거스트,15세 관람가,"김윤석, 강동원, 박소담, 김의성, 손종학, nan, nan, nan, nan"
461,검은 사제들,The Priests,미국,104분,2017.05.17 개봉,8.32,장재현,15세 관람가,"다니엘 칼루야, 앨리슨 윌리암스, 브래드리 휘트포드, 캐서린 키너, 릴렐 호워리, nan, nan, nan, nan"
462,겟 아웃,Get Out,미국,103분,2011.09.22 개봉,8.3,조던 필,12세 관람가,"마리옹 꼬띠아르, 맷 데이먼, 로렌스 피시번, 주드 로, 기네스 팰트로, nan, nan, nan, nan"
463,컨테이젼,Contagion,"미국, 일본",139분,2007.01.10 개봉,8.28,스티븐 소더버그,12세 관람가,"후지와라 타츠야, 마츠야마 켄이치, 토다 에리카, 카가 타케시, 카타세 나나, nan, nan, nan, nan"
464,데스 노트 - 라스트 네임,Death Note The Last Name,대한민국,125분,2018.06.27 개봉,8.27,카네코 슈스케,15세 관람가,"김다미, 조민수, 박희순, 최우식, 고민시, nan, nan, nan, nan"
465,마녀,The Witch  Part  The Subversion,미국,90분,2020.11.20 개봉,8.22,박훈정,15세 관람가,"사라 폴슨, 키에라 앨런, 팻 힐리, 오나리 아메스, 에릭 아타베일, nan, nan, nan, nan"
466,런,Run,미국,96분,2017.11.08 개봉,8.22,아니쉬 차간티,15세 관람가,"제시카 로테, 이스라엘 브로우사드, 레이첼 매튜스, 루비 모딘, 찰스 에이트켄, nan, nan, nan, nan"
467,해피 데스데이,Happy Death Day,대한민국,109분,2017.11.29 개봉,8.19,크리스토퍼 랜던,15세 관람가,"강하늘, 김무열, 문성근, 나영희, 남명렬, nan, nan, nan, nan"
468,기억의 밤,Forgotten,미국,105분,2012.07.12 개봉,8.19,장항준,15세 관람가,"브래들리 쿠퍼, 로버트 드 니로, 애비 코니쉬, 안나 프릴, 앤드류 하워드, nan, nan, nan, nan"
469,리미트리스,Limitless,미국,138분,2009.05.14 개봉,8.17,닐 버거,15세 관람가,"톰 행크스, 아예렛 주러, 이완 맥그리거, 스텔란 스카스가드, 아민 뮬러 스탈, nan, nan, nan, nan"
470,천사와 악마,Angels  Demons,대한민국,117분,2012.03.08 개봉,8.16,론 하워드,15세 관람가,"이선균, 김민희, 조성하, 송하윤, 최덕문, nan, nan, nan, nan"
471,화차,Helpless,"프랑스, 체코",95분,2013.03.28 개봉,8.07,변영주,15세 관람가,"제라르 드빠르디유, 마크 앙드레 그롱당, 크리스타 테렛, 엠마누엘 자이그너, 스완 아르라우드, nan, nan, nan, nan"
472,웃는 남자,Lhomme qui rit,대한민국,135분,2009.11.19 개봉,8.06,장 피에르 아메리스,청소년 관람불가,"한석규, 손예진, 고수, 이민정, 박성웅, nan, nan, nan, nan"
473,백야행 - 하얀 어둠 속을 걷다,Into The White Night,스페인,117분,2011.03.31 개봉,7.93,박신우,청소년 관람불가,"벨렌 루에다, 루이스 호마르, 파블로 데르키, 프란체스크 오렐라, 후안 달마우, nan, nan, nan, nan"
474,줄리아의 눈,Los ojos de Julia,중국,128분,2013.10.02 개봉,7.91,기옘 모랄레스,12세 관람가,"조우정, 안젤라베이비, 김범, 풍소봉, 임경신, nan, nan, nan, nan"
475,적인걸2: 신도해왕의 비밀,Young Detective Dee Rise of the Sea Dragon,미국,97분,2014.08.27 개봉,7.9,서극,15세 관람가,"안톤 옐친, 윌렘 대포, 애디슨 팀린, 애슐리 소머즈, 레오노어 바레라, nan, nan, nan, nan"
476,오드 토머스,Odd Thomas,"미국, 일본, 튀르키예, 헝가리",121분,2016.10.19 개봉,7.84,스티븐 소머즈,15세 관람가,"톰 행크스, 펠리시티 존스, 벤 포스터, 이르판 칸, 오마 사이, nan, nan, nan, nan"
477,인페르노,Inferno,대한민국,107분,2006.12.14 개봉,7.77,론 하워드,15세 관람가,"김상경, 박용우, 한보배, 한수연, 정규수, nan, nan, nan, nan"
478,조용한 세상,The World Of Silence,미국,95분,2016.07.21 개봉,7.76,조의석,청소년 관람불가,"호아킨 피닉스, 엠마 스톤, 파커 포시, 제이미 블랙리, 메레디스 하그너, nan, nan, nan, nan"
479,이레셔널 맨,Irrational Man,미국,99분,,7.76,우디 앨런,청소년 관람불가,"샘 워싱턴, 릴리 레이브, 아됴아 안도, 스티븐 토보로스키, None, nan, nan, nan, nan"
480,프랙처드,fractured,"오스트레일리아, 미국",108분,2015.11.05 개봉,7.73,브래드 앤더슨,15세 관람가,"조엘 에저튼, 제이슨 베이트먼, 레베카 홀, 앨리슨 톨먼, 팀 그리핀, nan, nan, nan, nan"
481,더 기프트,The Gift,대한민국,119분,2012.10.18 개봉,7.66,조엘 에저튼,15세 관람가,"류승범, 이요원, 조진웅, 김윤성, 김보라, nan, nan, nan, nan"
482,용의자X,Perfect Number,대한민국,156분,2016.05.12 개봉,7.66,방은진,15세 관람가,"곽도원, 황정민, 쿠니무라 준, 천우희, 김환희, nan, nan, nan, nan"
483,곡성(哭聲),THE WAILING,"프랑스, 룩셈부르크, 벨기에",100분,2019.09.25 개봉,7.63,나홍진,15세 관람가,"올가 쿠릴렌코, 케빈 얀센스, 조슈아 윌슨, 존 플랜더스, 캐롤 웨이어스, nan, nan, nan, nan"
484,더 룸,The Room,대한민국,99분,2021.04.21 개봉,7.62,크리스티안 볼크만,15세 관람가,"서예지, 김강우, 성혁, 박상욱, 배유람, nan, nan, nan, nan"
485,내일의 기억,Recalled,대한민국,117분,2010.04.15 개봉,7.61,서유민,15세 관람가,"엄정화, 류승룡, 이도경, 조진웅, 이성민, nan, nan, nan, nan"
486,베스트셀러,Bestseller,미국,115분,2022.10.06 개봉,7.59,이정호,청소년 관람불가,"소시 베이컨, 제시 어셔, 카일 갈너, 케이틀린 스테이시, 칼 펜, nan, nan, nan, nan"
